"playerId","eventTime","connection_time","kills","deaths","suicides","skill","shots","hits","game","headshots","teamkills","kill_streak","death_streak","skill_change"
2778,"2023-10-14",1461,0,0,0,1010,0,0,tf,0,0,0,0,0
2779,"2023-10-14",74,0,0,0,1000,0,0,tf,0,0,0,0,0
86222,"2023-10-14",954,0,0,0,1000,0,0,tf,0,0,0,0,0
84803,"2023-10-14",62,0,0,0,1000,0,0,tf,0,0,0,0,0
83422,"2023-10-15",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83423,"2023-10-15",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76059,"2023-10-15",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76059,"2023-10-16",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76070,"2023-10-18",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76059,"2023-10-18",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76069,"2023-10-18",0,0,0,0,1000,0,0,tf,0,0,0,0,0
86342,"2023-10-18",35,0,0,0,1000,0,0,tf,0,0,0,0,0
86343,"2023-10-18",42,0,0,0,1000,0,0,tf,0,0,0,0,0
86344,"2023-10-18",95,0,0,0,1000,0,0,tf,0,0,0,0,0
86345,"2023-10-18",167,0,0,0,1000,0,0,tf,0,0,0,0,0
2,"2023-10-18",12577,0,0,0,86965,0,0,tf,0,0,0,0,0
11529,"2023-10-18",3525,0,0,0,18299,0,0,tf,0,0,0,0,0
78482,"2023-10-18",3386,0,0,0,16783,0,0,tf,0,0,0,0,0
25413,"2023-10-18",11514,0,0,0,47299,0,0,tf,0,0,0,0,0
70739,"2023-10-18",7201,0,0,0,47260,0,0,tf,0,0,0,0,0
86346,"2023-10-18",1,0,0,0,1000,0,0,tf,0,0,0,0,0
3288,"2023-10-18",2269,0,0,0,75979,0,0,tf,0,0,0,0,0
223,"2023-10-18",571,0,0,0,200761,0,0,tf,0,0,0,0,0
10345,"2023-10-18",11453,0,0,0,54328,0,0,tf,0,0,0,0,0
225,"2023-10-18",9628,0,0,0,126102,0,0,tf,0,0,0,0,0
81665,"2023-10-18",4758,0,0,0,15331,0,0,tf,0,0,0,0,0
70988,"2023-10-18",4954,0,0,0,51364,0,0,tf,0,0,0,0,0
70657,"2023-10-18",9567,0,0,0,26319,0,0,tf,0,0,0,0,0
52846,"2023-10-18",9349,0,0,0,48265,0,0,tf,0,0,0,0,0
86347,"2023-10-18",161,0,0,0,1000,0,0,tf,0,0,0,0,0
86348,"2023-10-18",198,0,0,0,1000,0,0,tf,0,0,0,0,0
56857,"2023-10-18",5739,0,0,0,35509,0,0,tf,0,0,0,0,0
86349,"2023-10-18",3516,0,0,0,1000,0,0,tf,0,0,0,0,0
86350,"2023-10-18",393,0,0,0,1000,0,0,tf,0,0,0,0,0
85932,"2023-10-18",707,0,0,0,1000,0,0,tf,0,0,0,0,0
85536,"2023-10-20",1891,0,0,0,1000,0,0,tf,0,0,0,0,0
70609,"2023-10-20",2524,0,0,0,15781,0,0,tf,0,0,0,0,0
78412,"2023-10-20",2780,0,0,0,23668,0,0,tf,0,0,0,0,0
70657,"2023-10-20",1626,0,0,0,26319,0,0,tf,0,0,0,0,0
74104,"2023-10-20",2410,0,0,0,21682,0,0,tf,0,0,0,0,0
11529,"2023-10-20",490,0,0,0,18299,0,0,tf,0,0,0,0,0
25413,"2023-10-20",4115,0,0,0,47299,0,0,tf,0,0,0,0,0
81665,"2023-10-20",3873,0,0,0,15331,0,0,tf,0,0,0,0,0
86380,"2023-10-20",173,0,0,0,1000,0,0,tf,0,0,0,0,0
86379,"2023-10-20",216,0,0,0,1000,0,0,tf,0,0,0,0,0
86378,"2023-10-20",586,0,0,0,1000,0,0,tf,0,0,0,0,0
86377,"2023-10-20",128,0,0,0,1000,0,0,tf,0,0,0,0,0
84244,"2023-10-20",35,0,0,0,1000,0,0,tf,0,0,0,0,0
2,"2023-10-20",341,0,0,0,86965,0,0,tf,0,0,0,0,0
49772,"2023-10-20",159,0,0,0,1022,0,0,tf,0,0,0,0,0
86324,"2023-10-20",1150,0,0,0,1000,0,0,tf,0,0,0,0,0
86326,"2023-10-20",1064,0,0,0,1000,0,0,tf,0,0,0,0,0
85036,"2023-10-20",347,0,0,0,1000,0,0,tf,0,0,0,0,0
76059,"2023-10-20",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76069,"2023-11-09",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76059,"2023-11-09",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76070,"2023-11-09",0,0,0,0,1000,0,0,tf,0,0,0,0,0
7760,"2023-11-09",123,0,0,0,2000,0,0,tf,0,0,0,0,0
85504,"2023-11-09",1006,0,0,0,1000,0,0,tf,0,0,0,0,0
86240,"2023-11-09",882,0,0,0,1000,0,0,tf,0,0,0,0,0
48718,"2023-11-09",543,0,0,0,1000,0,0,tf,0,0,0,0,0
86545,"2023-11-09",85,0,0,0,1000,0,0,tf,0,0,0,0,0
86546,"2023-11-09",56,0,0,0,1000,0,0,tf,0,0,0,0,0
86547,"2023-11-09",178,0,0,0,1000,0,0,tf,0,0,0,0,0
85767,"2023-11-09",130,0,0,0,1000,0,0,tf,0,0,0,0,0
85932,"2023-11-09",1480,0,0,0,1000,0,0,tf,0,0,0,0,0
78482,"2023-11-09",1070,0,0,0,16783,0,0,tf,0,0,0,0,0
78412,"2023-11-09",181,0,0,0,23668,0,0,tf,0,0,0,0,0
83422,"2023-11-10",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83423,"2023-11-10",0,0,0,0,1000,0,0,tf,0,0,0,0,0
76069,"2023-11-11",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83422,"2023-11-11",0,0,0,0,1000,0,0,tf,0,0,0,0,0
83423,"2023-11-11",0,0,0,0,1000,0,0,tf,0,0,0,0,0
86531,"2023-11-07",233,0,0,0,1000,0,0,tf,0,0,0,0,0
86530,"2023-11-07",79,0,0,0,1000,0,0,tf,0,0,0,0,0
86240,"2023-11-07",1925,0,0,0,1000,0,0,tf,0,0,0,0,0
85504,"2023-11-07",1892,0,0,0,1000,0,0,tf,0,0,0,0,0
86529,"2023-11-07",101,0,0,0,1000,0,0,tf,0,0,0,0,0
86479,"2023-11-07",31,0,0,0,1000,0,0,tf,0,0,0,0,0
86528,"2023-11-07",108,0,0,0,1000,0,0,tf,0,0,0,0,0
84908,"2023-11-07",506,0,0,0,1000,0,0,tf,0,0,0,0,0
