"playerId","ribbonId","game"
71017,1825,tf
70988,1825,tf
70739,1825,tf
56857,1825,tf
49173,1825,tf
27950,1825,tf
25413,1825,tf
9434,1825,tf
8647,1825,tf
3288,1825,tf
562,1825,tf
256,1825,tf
225,1825,tf
223,1825,tf
201,1825,tf
2,1825,tf
71017,1826,tf
70988,1826,tf
49173,1826,tf
9434,1826,tf
3288,1826,tf
225,1826,tf
223,1826,tf
201,1826,tf
2,1826,tf
49173,1827,tf
9434,1827,tf
201,1827,tf
2,1827,tf
78412,1831,tf
71017,1831,tf
70988,1831,tf
70739,1831,tf
70657,1831,tf
49173,1831,tf
27950,1831,tf
25413,1831,tf
9434,1831,tf
223,1831,tf
70988,1832,tf
70739,1832,tf
9434,1832,tf
223,1832,tf
70739,1833,tf
9434,1833,tf
223,1833,tf
11529,1834,tf
3288,1834,tf
223,1834,tf
2,1834,tf
3288,1835,tf
223,1835,tf
223,1836,tf
84167,1837,tf
71017,1837,tf
70739,1837,tf
70657,1837,tf
44766,1837,tf
25413,1837,tf
24304,1837,tf
12279,1837,tf
3288,1837,tf
223,1837,tf
70739,1838,tf
25413,1838,tf
78412,1840,tf
70988,1840,tf
70739,1840,tf
3288,1840,tf
225,1840,tf
2,1840,tf
70988,1841,tf
225,1841,tf
2,1841,tf
225,1842,tf
78412,1843,tf
74104,1843,tf
70739,1843,tf
70657,1843,tf
67668,1843,tf
59359,1843,tf
49173,1843,tf
25413,1843,tf
11529,1843,tf
10345,1843,tf
9434,1843,tf
3288,1843,tf
562,1843,tf
225,1843,tf
223,1843,tf
201,1843,tf
2,1843,tf
49173,1844,tf
3288,1844,tf
223,1844,tf
201,1844,tf
2,1844,tf
49173,1845,tf
3288,1845,tf
223,1845,tf
2,1845,tf
3288,908,tf
2,908,tf
81665,907,tf
78412,907,tf
74104,907,tf
71017,907,tf
70988,907,tf
70657,907,tf
67668,907,tf
56857,907,tf
52846,907,tf
49173,907,tf
44766,907,tf
12279,907,tf
10345,907,tf
9844,907,tf
9434,907,tf
8647,907,tf
3288,907,tf
256,907,tf
2,907,tf
52846,906,tf
49173,906,tf
10345,906,tf
70739,905,tf
52846,905,tf
49173,905,tf
10345,905,tf
256,905,tf
223,905,tf
201,905,tf
2,905,tf
78482,904,tf
78412,904,tf
71017,904,tf
70988,904,tf
70739,904,tf
70657,904,tf
67668,904,tf
56857,904,tf
52846,904,tf
49173,904,tf
44766,904,tf
27950,904,tf
25413,904,tf
10345,904,tf
9434,904,tf
256,904,tf
223,904,tf
201,904,tf
2,904,tf
256,903,tf
256,902,tf
256,901,tf
223,901,tf
201,901,tf
256,900,tf
11529,899,tf
256,899,tf
11529,898,tf
3288,898,tf
256,898,tf
223,898,tf
9434,897,tf
2,897,tf
9434,896,tf
2,896,tf
78412,895,tf
74104,895,tf
71017,895,tf
70988,895,tf
70739,895,tf
67668,895,tf
56857,895,tf
27950,895,tf
12279,895,tf
9434,895,tf
3288,895,tf
474,895,tf
223,895,tf
201,895,tf
2,895,tf
2,894,tf
9434,893,tf
2,893,tf
74104,892,tf
71017,892,tf
56857,892,tf
27950,892,tf
12279,892,tf
9434,892,tf
3288,892,tf
562,892,tf
256,892,tf
223,892,tf
2,892,tf
223,891,tf
2,891,tf
70739,890,tf
56857,890,tf
44766,890,tf
3288,890,tf
474,890,tf
223,890,tf
2,890,tf
78482,889,tf
78412,889,tf
74104,889,tf
70988,889,tf
70739,889,tf
70657,889,tf
56857,889,tf
53537,889,tf
52846,889,tf
44766,889,tf
27950,889,tf
12279,889,tf
9434,889,tf
3288,889,tf
474,889,tf
223,889,tf
201,889,tf
198,889,tf
2,889,tf
70988,888,tf
3288,888,tf
2,888,tf
71017,887,tf
70988,887,tf
70739,887,tf
67668,887,tf
9434,887,tf
3288,887,tf
2,887,tf
83202,886,tf
78412,886,tf
74104,886,tf
71017,886,tf
70988,886,tf
70739,886,tf
70657,886,tf
67668,886,tf
12279,886,tf
9434,886,tf
3288,886,tf
562,886,tf
225,886,tf
223,886,tf
198,886,tf
2,886,tf
2,885,tf
9434,884,tf
2,884,tf
73333,883,tf
70988,883,tf
70739,883,tf
67668,883,tf
44766,883,tf
25413,883,tf
11529,883,tf
9844,883,tf
9434,883,tf
3288,883,tf
2289,883,tf
562,883,tf
256,883,tf
223,883,tf
201,883,tf
2,883,tf
223,881,tf
74104,880,tf
70739,880,tf
25413,880,tf
12279,880,tf
9844,880,tf
562,880,tf
225,880,tf
223,880,tf
223,879,tf
223,878,tf
2,878,tf
84167,877,tf
78412,877,tf
70657,877,tf
56857,877,tf
44766,877,tf
27950,877,tf
9434,877,tf
3288,877,tf
562,877,tf
225,877,tf
223,877,tf
201,877,tf
2,877,tf
223,876,tf
52846,875,tf
25413,875,tf
3288,875,tf
223,875,tf
78412,874,tf
74104,874,tf
71017,874,tf
70988,874,tf
70739,874,tf
70657,874,tf
56857,874,tf
52846,874,tf
44766,874,tf
25413,874,tf
12279,874,tf
11529,874,tf
9434,874,tf
8647,874,tf
3288,874,tf
474,874,tf
223,874,tf
2,874,tf
201,873,tf
2,873,tf
70739,872,tf
223,872,tf
201,872,tf
2,872,tf
78482,871,tf
73333,871,tf
71017,871,tf
70988,871,tf
70739,871,tf
70657,871,tf
67668,871,tf
56857,871,tf
49173,871,tf
44766,871,tf
12279,871,tf
9434,871,tf
3288,871,tf
256,871,tf
223,871,tf
201,871,tf
2,871,tf
3288,870,tf
223,870,tf
70739,869,tf
3288,869,tf
256,869,tf
223,869,tf
201,869,tf
83202,868,tf
83016,868,tf
81665,868,tf
78482,868,tf
71017,868,tf
70739,868,tf
70657,868,tf
59359,868,tf
56857,868,tf
49173,868,tf
44766,868,tf
27950,868,tf
24304,868,tf
9844,868,tf
9434,868,tf
3288,868,tf
256,868,tf
223,868,tf
201,868,tf
2,868,tf
201,867,tf
256,866,tf
223,866,tf
201,866,tf
2,866,tf
81665,865,tf
71017,865,tf
70988,865,tf
67668,865,tf
56857,865,tf
49173,865,tf
27950,865,tf
9434,865,tf
3288,865,tf
562,865,tf
256,865,tf
223,865,tf
201,865,tf
2,865,tf
81665,862,tf
78482,862,tf
78412,862,tf
74104,862,tf
70739,862,tf
70657,862,tf
56857,862,tf
27950,862,tf
10345,862,tf
3288,862,tf
225,862,tf
223,862,tf
201,862,tf
2,862,tf
223,861,tf
223,860,tf
2,860,tf
78412,859,tf
70739,859,tf
56857,859,tf
25413,859,tf
9434,859,tf
225,859,tf
223,859,tf
201,859,tf
2,859,tf
10345,858,tf
3288,858,tf
474,858,tf
256,858,tf
225,858,tf
2,858,tf
52846,857,tf
49173,857,tf
44766,857,tf
25413,857,tf
10345,857,tf
9434,857,tf
3288,857,tf
474,857,tf
256,857,tf
225,857,tf
2,857,tf
78482,856,tf
74104,856,tf
71017,856,tf
70988,856,tf
70739,856,tf
70657,856,tf
67668,856,tf
59359,856,tf
56857,856,tf
52846,856,tf
49173,856,tf
44766,856,tf
27950,856,tf
25413,856,tf
12279,856,tf
10345,856,tf
9434,856,tf
3288,856,tf
474,856,tf
256,856,tf
225,856,tf
223,856,tf
201,856,tf
2,856,tf
10345,855,tf
3288,855,tf
256,855,tf
225,855,tf
223,855,tf
2,855,tf
70739,854,tf
44766,854,tf
25413,854,tf
10345,854,tf
9434,854,tf
3288,854,tf
256,854,tf
225,854,tf
223,854,tf
2,854,tf
78482,853,tf
74104,853,tf
71017,853,tf
70988,853,tf
70739,853,tf
70657,853,tf
67668,853,tf
59359,853,tf
52846,853,tf
49173,853,tf
44766,853,tf
27950,853,tf
25413,853,tf
10345,853,tf
9844,853,tf
9434,853,tf
3288,853,tf
474,853,tf
256,853,tf
225,853,tf
223,853,tf
198,853,tf
2,853,tf
223,846,tf
223,845,tf
81665,844,tf
78412,844,tf
74104,844,tf
71017,844,tf
70988,844,tf
70739,844,tf
70657,844,tf
67668,844,tf
56857,844,tf
52846,844,tf
49173,844,tf
44766,844,tf
12279,844,tf
9434,844,tf
8647,844,tf
256,844,tf
223,844,tf
3288,841,tf
223,841,tf
25413,838,tf
256,838,tf
223,834,tf
223,833,tf
74104,832,tf
70739,832,tf
70657,832,tf
44766,832,tf
10345,832,tf
3288,832,tf
225,832,tf
223,832,tf
2,832,tf
201,831,tf
3288,830,tf
201,830,tf
70739,829,tf
52846,829,tf
25413,829,tf
12279,829,tf
3288,829,tf
225,829,tf
223,829,tf
201,829,tf
2,829,tf
70739,828,tf
3288,828,tf
223,828,tf
2,828,tf
70739,827,tf
10345,827,tf
9844,827,tf
9434,827,tf
3288,827,tf
223,827,tf
2,827,tf
78482,826,tf
78412,826,tf
74104,826,tf
71017,826,tf
70988,826,tf
70739,826,tf
70657,826,tf
66191,826,tf
56857,826,tf
44766,826,tf
27950,826,tf
11529,826,tf
10345,826,tf
9844,826,tf
9434,826,tf
3288,826,tf
225,826,tf
223,826,tf
201,826,tf
2,826,tf
71017,823,tf
25413,823,tf
70739,822,tf
44766,822,tf
3288,822,tf
2,822,tf
71017,821,tf
70739,821,tf
44766,821,tf
3288,821,tf
256,821,tf
223,821,tf
2,821,tf
78482,820,tf
74104,820,tf
71017,820,tf
70988,820,tf
70739,820,tf
56857,820,tf
44766,820,tf
27950,820,tf
25413,820,tf
10345,820,tf
9434,820,tf
3288,820,tf
256,820,tf
223,820,tf
198,820,tf
2,820,tf
2,818,tf
83202,817,tf
78482,817,tf
71017,817,tf
70988,817,tf
70739,817,tf
56857,817,tf
44766,817,tf
9844,817,tf
3288,817,tf
223,817,tf
2,817,tf
2,816,tf
71017,815,tf
49173,815,tf
256,815,tf
223,815,tf
2,815,tf
81665,814,tf
78412,814,tf
71017,814,tf
70988,814,tf
70739,814,tf
70657,814,tf
67668,814,tf
56857,814,tf
49173,814,tf
44766,814,tf
27950,814,tf
25413,814,tf
9434,814,tf
8647,814,tf
3288,814,tf
474,814,tf
256,814,tf
223,814,tf
201,814,tf
2,814,tf
474,812,tf
201,812,tf
198,812,tf
74104,811,tf
56857,811,tf
52846,811,tf
49173,811,tf
44766,811,tf
10345,811,tf
474,811,tf
223,811,tf
201,811,tf
198,811,tf
2,811,tf
9434,810,tf
201,810,tf
9434,809,tf
3288,809,tf
223,809,tf
201,809,tf
2,809,tf
70988,808,tf
70657,808,tf
56857,808,tf
49173,808,tf
44766,808,tf
25413,808,tf
12279,808,tf
11529,808,tf
9434,808,tf
3288,808,tf
2289,808,tf
225,808,tf
223,808,tf
201,808,tf
2,808,tf
256,807,tf
223,807,tf
201,807,tf
70988,806,tf
49173,806,tf
44766,806,tf
27950,806,tf
3288,806,tf
256,806,tf
223,806,tf
201,806,tf
81665,805,tf
80063,805,tf
78482,805,tf
78412,805,tf
74104,805,tf
71017,805,tf
70988,805,tf
70739,805,tf
70657,805,tf
67668,805,tf
56857,805,tf
52846,805,tf
49173,805,tf
44766,805,tf
27950,805,tf
9844,805,tf
9434,805,tf
8647,805,tf
3288,805,tf
562,805,tf
256,805,tf
223,805,tf
201,805,tf
2,805,tf
44766,804,tf
3288,804,tf
223,804,tf
72861,803,tf
56857,803,tf
44766,803,tf
9434,803,tf
3288,803,tf
223,803,tf
201,803,tf
2,803,tf
84167,802,tf
78482,802,tf
72861,802,tf
71017,802,tf
70988,802,tf
70739,802,tf
70657,802,tf
67668,802,tf
56857,802,tf
52846,802,tf
44766,802,tf
27950,802,tf
25413,802,tf
11529,802,tf
9844,802,tf
9434,802,tf
3288,802,tf
256,802,tf
225,802,tf
223,802,tf
201,802,tf
198,802,tf
2,802,tf
256,800,tf
223,800,tf
70988,799,tf
70739,799,tf
70657,799,tf
52846,799,tf
9434,799,tf
256,799,tf
223,799,tf
201,799,tf
67668,797,tf
80063,796,tf
78482,796,tf
71017,796,tf
70739,796,tf
70657,796,tf
67668,796,tf
3288,796,tf
223,796,tf
223,793,tf
223,792,tf
70739,791,tf
223,791,tf
71017,790,tf
70988,790,tf
70739,790,tf
70657,790,tf
56857,790,tf
53537,790,tf
44766,790,tf
27950,790,tf
9434,790,tf
2289,790,tf
225,790,tf
223,790,tf
201,790,tf
2,790,tf
70739,786,tf
71017,785,tf
70739,785,tf
44766,785,tf
474,785,tf
201,785,tf
87025,784,tf
83202,784,tf
81665,784,tf
80063,784,tf
74104,784,tf
71017,784,tf
70988,784,tf
70739,784,tf
70657,784,tf
67668,784,tf
56857,784,tf
53538,784,tf
52846,784,tf
49173,784,tf
44766,784,tf
27950,784,tf
12279,784,tf
9434,784,tf
8647,784,tf
474,784,tf
256,784,tf
225,784,tf
223,784,tf
201,784,tf
256,783,tf
223,783,tf
52846,782,tf
256,782,tf
223,782,tf
78482,781,tf
72861,781,tf
70739,781,tf
52846,781,tf
49173,781,tf
27950,781,tf
11529,781,tf
3288,781,tf
256,781,tf
225,781,tf
223,781,tf
2,781,tf
10345,780,tf
201,780,tf
2,780,tf
10345,779,tf
9844,779,tf
9434,779,tf
3288,779,tf
201,779,tf
2,779,tf
78482,778,tf
74104,778,tf
71017,778,tf
70988,778,tf
70739,778,tf
70657,778,tf
67668,778,tf
49173,778,tf
44766,778,tf
27950,778,tf
25413,778,tf
11529,778,tf
10345,778,tf
9844,778,tf
9434,778,tf
3288,778,tf
562,778,tf
474,778,tf
223,778,tf
201,778,tf
2,778,tf
223,776,tf
2,776,tf
72861,775,tf
70739,775,tf
12279,775,tf
9434,775,tf
3288,775,tf
223,775,tf
201,775,tf
2,775,tf
25413,772,tf
562,772,tf
474,772,tf
225,771,tf
223,771,tf
2,771,tf
225,770,tf
223,770,tf
2,770,tf
78482,769,tf
71017,769,tf
70988,769,tf
56857,769,tf
25413,769,tf
3288,769,tf
225,769,tf
223,769,tf
2,769,tf
72861,768,tf
223,768,tf
2,768,tf
72861,767,tf
44766,767,tf
223,767,tf
2,767,tf
81665,766,tf
74104,766,tf
72861,766,tf
70988,766,tf
70739,766,tf
70657,766,tf
67668,766,tf
59359,766,tf
52846,766,tf
44766,766,tf
27950,766,tf
11529,766,tf
9844,766,tf
9434,766,tf
3288,766,tf
562,766,tf
223,766,tf
201,766,tf
2,766,tf
9434,764,tf
2,764,tf
78412,763,tf
71017,763,tf
70988,763,tf
70739,763,tf
25413,763,tf
12279,763,tf
9844,763,tf
9434,763,tf
223,763,tf
2,763,tf
49173,760,tf
3288,760,tf
223,760,tf
9434,759,tf
223,759,tf
201,759,tf
2,759,tf
9434,758,tf
223,758,tf
201,758,tf
2,758,tf
71017,757,tf
70988,757,tf
70739,757,tf
67668,757,tf
56857,757,tf
12279,757,tf
9434,757,tf
3288,757,tf
562,757,tf
223,757,tf
201,757,tf
2,757,tf
3288,756,tf
223,756,tf
201,756,tf
3288,755,tf
223,755,tf
201,755,tf
71017,754,tf
70657,754,tf
25413,754,tf
9844,754,tf
9434,754,tf
3288,754,tf
223,754,tf
201,754,tf
2,754,tf
223,753,tf
71017,752,tf
70657,752,tf
11529,752,tf
225,752,tf
223,752,tf
81665,751,tf
71017,751,tf
70988,751,tf
70739,751,tf
70657,751,tf
56857,751,tf
53537,751,tf
49173,751,tf
27950,751,tf
11529,751,tf
9434,751,tf
2289,751,tf
562,751,tf
256,751,tf
225,751,tf
223,751,tf
2,751,tf
70739,750,tf
44766,750,tf
3288,750,tf
223,750,tf
70739,749,tf
44766,749,tf
9434,749,tf
3288,749,tf
223,749,tf
2,749,tf
71017,748,tf
70988,748,tf
70739,748,tf
44766,748,tf
25413,748,tf
10345,748,tf
9844,748,tf
9434,748,tf
8647,748,tf
3288,748,tf
474,748,tf
225,748,tf
223,748,tf
2,748,tf
70988,747,tf
70739,747,tf
70988,746,tf
70739,746,tf
2,746,tf
71017,745,tf
70988,745,tf
70739,745,tf
56857,745,tf
44766,745,tf
10345,745,tf
9434,745,tf
3288,745,tf
223,745,tf
2,745,tf
9434,744,tf
201,744,tf
2,744,tf
49173,743,tf
9434,743,tf
3288,743,tf
201,743,tf
2,743,tf
81665,742,tf
78482,742,tf
74104,742,tf
70988,742,tf
70739,742,tf
70657,742,tf
67668,742,tf
56857,742,tf
49173,742,tf
44766,742,tf
27950,742,tf
25413,742,tf
12279,742,tf
11529,742,tf
9434,742,tf
3288,742,tf
562,742,tf
225,742,tf
223,742,tf
201,742,tf
2,742,tf
201,740,tf
201,739,tf
2,739,tf
223,738,tf
2,738,tf
223,737,tf
2,737,tf
81665,736,tf
78412,736,tf
71017,736,tf
70739,736,tf
70657,736,tf
59359,736,tf
56857,736,tf
49173,736,tf
25413,736,tf
9434,736,tf
225,736,tf
223,736,tf
201,736,tf
2,736,tf
70988,735,tf
70739,735,tf
70988,734,tf
70739,734,tf
225,734,tf
223,734,tf
87022,733,tf
78482,733,tf
78412,733,tf
74104,733,tf
71017,733,tf
70988,733,tf
70739,733,tf
70657,733,tf
56857,733,tf
52846,733,tf
49173,733,tf
44766,733,tf
25413,733,tf
9434,733,tf
8647,733,tf
562,733,tf
474,733,tf
225,733,tf
223,733,tf
2,733,tf
11529,732,tf
225,732,tf
201,732,tf
2,732,tf
11529,731,tf
3288,731,tf
225,731,tf
201,731,tf
2,731,tf
74104,730,tf
71017,730,tf
70988,730,tf
70657,730,tf
67668,730,tf
44766,730,tf
11529,730,tf
9434,730,tf
3288,730,tf
225,730,tf
223,730,tf
201,730,tf
198,730,tf
2,730,tf
2,729,tf
2,728,tf
71017,727,tf
70657,727,tf
11529,727,tf
9434,727,tf
225,727,tf
2,727,tf
256,726,tf
2,726,tf
256,725,tf
201,725,tf
2,725,tf
71017,724,tf
70739,724,tf
70657,724,tf
67668,724,tf
49173,724,tf
44766,724,tf
27950,724,tf
9434,724,tf
8647,724,tf
474,724,tf
256,724,tf
223,724,tf
201,724,tf
2,724,tf
201,723,tf
201,722,tf
198,722,tf
2,722,tf
81665,721,tf
74104,721,tf
71017,721,tf
70988,721,tf
67668,721,tf
56857,721,tf
44766,721,tf
27950,721,tf
25413,721,tf
11529,721,tf
3288,721,tf
225,721,tf
223,721,tf
201,721,tf
198,721,tf
2,721,tf
223,720,tf
70739,719,tf
3288,719,tf
223,719,tf
70988,718,tf
70739,718,tf
70657,718,tf
44766,718,tf
12279,718,tf
9434,718,tf
8647,718,tf
3288,718,tf
223,718,tf
201,718,tf
2,718,tf
70739,717,tf
2,717,tf
71017,716,tf
70739,716,tf
223,716,tf
2,716,tf
78412,715,tf
73333,715,tf
71017,715,tf
70988,715,tf
70739,715,tf
70657,715,tf
67668,715,tf
27950,715,tf
25413,715,tf
11529,715,tf
10345,715,tf
9434,715,tf
3288,715,tf
474,715,tf
225,715,tf
223,715,tf
2,715,tf
223,714,tf
2,714,tf
70988,713,tf
12279,713,tf
223,713,tf
2,713,tf
70988,712,tf
44766,712,tf
27950,712,tf
12279,712,tf
9434,712,tf
562,712,tf
256,712,tf
223,712,tf
201,712,tf
2,712,tf
81665,709,tf
71017,709,tf
44766,709,tf
12279,709,tf
11529,709,tf
3288,709,tf
562,709,tf
223,709,tf
2,709,tf
3288,708,tf
223,708,tf
201,708,tf
52846,707,tf
44766,707,tf
11529,707,tf
9434,707,tf
3288,707,tf
223,707,tf
201,707,tf
2,707,tf
78482,706,tf
78412,706,tf
72861,706,tf
71017,706,tf
70988,706,tf
70739,706,tf
67668,706,tf
59359,706,tf
56857,706,tf
52846,706,tf
44766,706,tf
27950,706,tf
11529,706,tf
10345,706,tf
9844,706,tf
9434,706,tf
8647,706,tf
3288,706,tf
256,706,tf
223,706,tf
201,706,tf
198,706,tf
2,706,tf
256,705,tf
2,705,tf
67668,704,tf
27950,704,tf
256,704,tf
2,704,tf
78412,703,tf
74104,703,tf
72861,703,tf
71017,703,tf
70988,703,tf
70739,703,tf
67668,703,tf
56857,703,tf
27950,703,tf
9844,703,tf
9434,703,tf
3288,703,tf
562,703,tf
256,703,tf
201,703,tf
2,703,tf
223,702,tf
223,701,tf
70988,700,tf
70657,700,tf
56857,700,tf
24304,700,tf
256,700,tf
225,700,tf
223,700,tf
10345,698,tf
2,698,tf
81665,697,tf
78482,697,tf
74104,697,tf
70739,697,tf
70657,697,tf
52846,697,tf
44766,697,tf
25413,697,tf
10345,697,tf
9844,697,tf
9434,697,tf
3288,697,tf
474,697,tf
225,697,tf
2,697,tf
25413,694,tf
12279,694,tf
3288,694,tf
223,694,tf
2,694,tf
2,693,tf
71017,692,tf
11529,692,tf
9434,692,tf
223,692,tf
2,692,tf
72861,691,tf
71017,691,tf
70739,691,tf
27950,691,tf
24304,691,tf
11529,691,tf
9434,691,tf
225,691,tf
223,691,tf
2,691,tf
11529,690,tf
10345,690,tf
9434,690,tf
256,690,tf
2,690,tf
70988,689,tf
56857,689,tf
27950,689,tf
11529,689,tf
10345,689,tf
9434,689,tf
256,689,tf
201,689,tf
2,689,tf
81665,688,tf
78412,688,tf
74104,688,tf
